ncbi,id
Ocbimv22032805m,
Ocbimv22032803m,
Ocbimv22032804m,
Ocbimv22032784m,
Ocbimv22032783m,
Ocbimv22030952m,
Ocbimv22033551m,
Ocbimv22033550m,
Ocbimv22007741m,
Ocbimv22015541m,
Ocbimv22029430m,
Ocbimv22004214m,
Ocbimv22008008m,
Ocbimv22008002m,
Ocbimv22008006m,
Ocbimv22008009m,
Ocbimv22008007m,SprT-like_family
Ocbimv22020420m,
Ocbimv22020421m,
Ocbimv22019432m,
Ocbimv22036105m,
Ocbimv22029355m,
Ocbimv22005653m,
Ocbimv22005652m,
Ocbimv22005651m,Receptor_family_ligand_binding_region
Ocbimv22039550m,
Ocbimv22039551m,
Ocbimv22039560m,Amidase
Ocbimv22039562m,
Ocbimv22039549m,
Ocbimv22039554m,
Ocbimv22039546m,Receptor_family_ligand_binding_region
Ocbimv22016592m,
Ocbimv22016576m,
Ocbimv22016569m,
Ocbimv22016577m,EB_module
Ocbimv22016585m,
Ocbimv22016583m,
Ocbimv22016584m,
Ocbimv22016572m,SAP_domain
Ocbimv22016579m,EB_module|EB_module
Ocbimv22016571m,
Ocbimv22016587m,
Ocbimv22016586m,
Ocbimv22016578m,
Ocbimv22016588m,
Ocbimv22016593m,
Ocbimv22033534m,
Ocbimv22033532m,
Ocbimv22033526m,
Ocbimv22033533m,
Ocbimv22033527m,
Ocbimv22033531m,
Ocbimv22033528m,
Ocbimv22033523m,
Ocbimv22031882m,
Ocbimv22031883m,
Ocbimv22017397m,Zinc_finger_C2H2_type|||||
Ocbimv22016523m,
Ocbimv22016526m,Sugar_(and_other)_transporter
Ocbimv22016527m,
Ocbimv22016524m,
Ocbimv22016518m,
Ocbimv22016535m,
Ocbimv22034844m,
Ocbimv22000307m,
Ocbimv22007415m,Chitin_binding_domain
Ocbimv22007418m,
Ocbimv22007413m,
Ocbimv22007419m,
Ocbimv22007412m,
Ocbimv22007414m,
Ocbimv22028564m,
Ocbimv22028565m,Cornifin_(SPRR)_family|Cornifin_(SPRR)_family|Cornifin_(SPRR)_family
Ocbimv22028566m,
Ocbimv22016814m,
Ocbimv22006958m,
Ocbimv22006957m,
Ocbimv22003144m,
Ocbimv22016998m,Divergent_AAA_domain
Ocbimv22016984m,
Ocbimv22016970m,
Ocbimv22016969m,
Ocbimv22016993m,
Ocbimv22016992m,
Ocbimv22016971m,PLAC8_family
Ocbimv22016977m,
Ocbimv22016972m,
Ocbimv22016980m,
Ocbimv22016973m,
Ocbimv22013193m,Protein_kinase_domain|Protein_tyrosine_kinase
Ocbimv22013195m,
Ocbimv22001777m,
Ocbimv22000584m,
Ocbimv22037555m,
Ocbimv22037553m,
Ocbimv22037554m,LICD_Protein_Family
Ocbimv22038040m,
Ocbimv22038039m,
Ocbimv22038041m,PIF1_helicase|PIF1_helicase
Ocbimv22000072m,
Ocbimv22000070m,
Ocbimv22000071m,
Ocbimv22000074m,PIF1_helicase
Ocbimv22000073m,PIF1_helicase
Ocbimv22000069m,
Ocbimv22008848m,
Ocbimv22008851m,
Ocbimv22008852m,
Ocbimv22014322m,
Ocbimv22003245m,
Ocbimv22003249m,
Ocbimv22003246m,
Ocbimv22003244m,
Ocbimv22003247m,
Ocbimv22003250m,
Ocbimv22003248m,
Ocbimv22004210m,PIF1_helicase
Ocbimv22022504m,
Ocbimv22022505m,
Ocbimv22029688m,
Ocbimv22029689m,
Ocbimv22029692m,
Ocbimv22020754m,
Ocbimv22038286m,
Ocbimv22038285m,
Ocbimv22038290m,
Ocbimv22038283m,
Ocbimv22038291m,Plant_phosphoribosyltransferase_C-terminal
Ocbimv22038292m,
Ocbimv22038287m,7_transmembrane_receptor_(rhodopsin_family)
Ocbimv22032169m,
Ocbimv22032168m,MULE_transposase_domain
Ocbimv22032167m,
Ocbimv22032171m,
Ocbimv22002258m,von_Willebrand_factor_type_A_domain|
Ocbimv22017035m,
Ocbimv22003280m,
Ocbimv22026122m,
Ocbimv22026128m,
Ocbimv22026130m,
Ocbimv22026119m,
Ocbimv22026120m,
Ocbimv22026131m,
Ocbimv22026124m,
Ocbimv22026129m,
Ocbimv22026123m,
Ocbimv22020259m,
Ocbimv22026375m,
Ocbimv22026368m,
Ocbimv22026366m,
Ocbimv22026376m,
Ocbimv22026371m,
Ocbimv22026363m,
Ocbimv22026369m,
Ocbimv22000789m,
Ocbimv22000790m,
Ocbimv22038741m,
Ocbimv22038738m,
Ocbimv22038742m,Flavin_reductase_like_domain
Ocbimv22038744m,
Ocbimv22002858m,
Ocbimv22002859m,
Ocbimv22002853m,
Ocbimv22002857m,
Ocbimv22018420m,K+_channel_tetramerisation_domain
Ocbimv22021867m,
Ocbimv22014397m,
Ocbimv22014394m,
Ocbimv22014393m,
Ocbimv22013084m,
Ocbimv22025279m,
Ocbimv22025280m,
Ocbimv22025278m,
Ocbimv22036283m,
Ocbimv22038074m,
Ocbimv22017888m,
Ocbimv22015879m,
Ocbimv22015877m,
Ocbimv22027631m,ShK_domain-like
Ocbimv22023904m,PET_Domain
Ocbimv22023905m,Chromatin_assembly_factor_1_p150_subunit
Ocbimv22023903m,
Ocbimv22035436m,
Ocbimv22018049m,
Ocbimv22001911m,
Ocbimv22001908m,
Ocbimv22001907m,
Ocbimv22039796m,
Ocbimv22039795m,
Ocbimv22039794m,
Ocbimv22010957m,Zinc_finger_C2H2_type|Zinc-finger_double-stranded_RNA-binding|||
Ocbimv22003825m,
Ocbimv22022985m,Cytochrome_P450
Ocbimv22018325m,
Ocbimv22018326m,
Ocbimv22035943m,
Ocbimv22035947m,
Ocbimv22035945m,
Ocbimv22035946m,
Ocbimv22035954m,
Ocbimv22035944m,
Ocbimv22035964m,
Ocbimv22035950m,
Ocbimv22035951m,
Ocbimv22035966m,
Ocbimv22020034m,Protein_of_unknown_function_(DUF1647)
Ocbimv22020039m,
Ocbimv22020033m,
Ocbimv22000690m,
Ocbimv22000683m,SAP_domain
Ocbimv22000684m,
Ocbimv22000691m,
Ocbimv22000689m,
Ocbimv22000677m,
Ocbimv22000692m,
Ocbimv22014833m,
Ocbimv22016182m,
Ocbimv22016185m,PIF1_helicase
Ocbimv22016181m,
Ocbimv22016177m,
Ocbimv22016179m,
Ocbimv22016184m,
Ocbimv22016187m,
Ocbimv22016180m,
Ocbimv22016186m,
Ocbimv22016178m,
Ocbimv22016407m,
Ocbimv22025446m,
Ocbimv22025451m,
Ocbimv22025449m,
Ocbimv22019376m,
Ocbimv22019377m,
Ocbimv22017807m,
Ocbimv22017808m,
Ocbimv22017811m,
Ocbimv22017813m,
Ocbimv22017820m,
Ocbimv22017816m,
Ocbimv22017810m,
Ocbimv22017803m,
Ocbimv22017814m,
Ocbimv22017818m,
Ocbimv22017817m,
Ocbimv22017815m,
Ocbimv22017809m,
Ocbimv22032085m,
Ocbimv22032082m,PIF1_helicase
Ocbimv22032083m,
Ocbimv22032081m,
Ocbimv22032084m,
Ocbimv22001609m,
Ocbimv22001611m,
Ocbimv22001607m,
Ocbimv22001610m,
Ocbimv22001608m,
Ocbimv22022264m,
Ocbimv22022265m,
Ocbimv22022262m,
Ocbimv22022263m,
Ocbimv22022266m,
Ocbimv22035263m,
Ocbimv22028640m,
Ocbimv22028637m,
Ocbimv22028636m,
Ocbimv22028642m,
Ocbimv22028635m,
Ocbimv22028638m,
Ocbimv22028639m,
Ocbimv22022564m,Beta-eliminating_lyase
Ocbimv22003333m,Zinc_finger_C2H2_type|||||Zinc_finger_C2H2_type||
Ocbimv22038332m,
Ocbimv22038331m,
Ocbimv22038333m,THAP_domain
Ocbimv22036774m,
Ocbimv22004474m,
Ocbimv22004473m,
Ocbimv22037363m,
Ocbimv22037362m,
Ocbimv22039436m,
Ocbimv22031857m,
Ocbimv22031856m,
Ocbimv22002876m,
Ocbimv22002874m,
Ocbimv22002878m,
Ocbimv22026820m,
Ocbimv22026821m,
Ocbimv22026819m,
Ocbimv22026817m,
Ocbimv22011698m,
Ocbimv22025811m,
Ocbimv22025812m,
Ocbimv22005754m,N-acetylmuramoyl-L-alanine_amidase
Ocbimv22010169m,
Ocbimv22007652m,Kinesin_motor_domain
Ocbimv22007649m,
Ocbimv22007651m,
Ocbimv22028300m,
Ocbimv22028302m,
Ocbimv22028303m,
Ocbimv22028305m,
Ocbimv22028304m,
Ocbimv22028301m,
Ocbimv22001458m,
Ocbimv22001440m,Herpesvirus_tegument_protein_N-terminal_conserved_region
Ocbimv22001448m,
Ocbimv22001450m,
Ocbimv22001452m,
Ocbimv22001426m,Alpha_helical_coiled-coil_rod_protein_(HCR)
Ocbimv22001430m,
Ocbimv22001441m,
Ocbimv22001455m,
Ocbimv22001445m,
Ocbimv22001459m,
Ocbimv22015387m,Tetraspanin_family
Ocbimv22015388m,
Ocbimv22020682m,
Ocbimv22038180m,
Ocbimv22038181m,
Ocbimv22038179m,
Ocbimv22019198m,
Ocbimv22019195m,
Ocbimv22019196m,
Ocbimv22019194m,
Ocbimv22019192m,
Ocbimv22019197m,
Ocbimv22019193m,
Ocbimv22011601m,
Ocbimv22035605m,
Ocbimv22035916m,
Ocbimv22011597m,
Ocbimv22014149m,
Ocbimv22020443m,Zinc_finger_C2H2_type|||Zinc-finger_double-stranded_RNA-binding||Zinc_finger_C2H2_type|
Ocbimv22016517m,
Ocbimv22013436m,
Ocbimv22006030m,
Ocbimv22022840m,
Ocbimv22031862m,
Ocbimv22031861m,
Ocbimv22022870m,
Ocbimv22012295m,
Ocbimv22011452m,
Ocbimv22011460m,
Ocbimv22011458m,
Ocbimv22011459m,
Ocbimv22011457m,
Ocbimv22030262m,Universal_stress_protein_family
Ocbimv22024231m,
Ocbimv22024230m,
Ocbimv22039292m,
Ocbimv22027899m,
Ocbimv22027900m,
Ocbimv22027903m,
Ocbimv22027902m,PIF1_helicase
Ocbimv22027904m,
Ocbimv22022304m,
Ocbimv22022305m,
Ocbimv22022303m,
Ocbimv22022301m,
Ocbimv22022300m,
Ocbimv22022306m,
Ocbimv22022299m,
Ocbimv22004204m,
Ocbimv22022355m,
Ocbimv22022356m,
Ocbimv22022357m,
Ocbimv22022354m,
Ocbimv22024857m,Zinc_finger_C2H2_type|
Ocbimv22008980m,Zinc_finger_C4_type_(two_domains)
Ocbimv22008668m,
Ocbimv22008676m,
Ocbimv22008674m,CUB_domain
Ocbimv22008677m,
Ocbimv22008666m,
Ocbimv22008673m,CUB_domain|CUB_domain
Ocbimv22008671m,
Ocbimv22008665m,
Ocbimv22008670m,
Ocbimv22008675m,CUB_domain
Ocbimv22008672m,
Ocbimv22008669m,
Ocbimv22000649m,Zinc_finger_C2H2_type|||
Ocbimv22038501m,
Ocbimv22038500m,
Ocbimv22029932m,
Ocbimv22029931m,
Ocbimv22003738m,
Ocbimv22003737m,
Ocbimv22019882m,
Ocbimv22019897m,
Ocbimv22019885m,
Ocbimv22019896m,
Ocbimv22019900m,
Ocbimv22019892m,
Ocbimv22019899m,
Ocbimv22019512m,
Ocbimv22019514m,
Ocbimv22025954m,
Ocbimv22025951m,
Ocbimv22025949m,
Ocbimv22035817m,
Ocbimv22025391m,
Ocbimv22025389m,
Ocbimv22025396m,
Ocbimv22025397m,
Ocbimv22025394m,
Ocbimv22030590m,
Ocbimv22036002m,
Ocbimv22035996m,
Ocbimv22004514m,
Ocbimv22023155m,
Ocbimv22013024m,
Ocbimv22013025m,
Ocbimv22013023m,
Ocbimv22013026m,
Ocbimv22013027m,
Ocbimv22022453m,
Ocbimv22008830m,
Ocbimv22023041m,Zinc_finger_C2H2_type||BED_zinc_finger|Zinc_finger_C2H2_type||
Ocbimv22010243m,
Ocbimv22010242m,
Ocbimv22010244m,
Ocbimv22033897m,Sushi_domain_(SCR_repeat)
Ocbimv22009563m,
Ocbimv22024453m,
Ocbimv22024457m,
Ocbimv22024458m,Protein_tyrosine_kinase|Protein_kinase_domain
Ocbimv22024455m,Uncharacterized_protein_family_UPF0027
Ocbimv22024451m,
Ocbimv22024456m,
Ocbimv22009836m,
Ocbimv22009870m,
Ocbimv22009812m,PAN-like_domain|PAN_domain
Ocbimv22009860m,
Ocbimv22009816m,PAN_domain||PAN-like_domain|PAN_domain||PAN_domain||Sushi_domain_(SCR_repeat)|Sushi_domain_(SCR_repeat)|PAN_domain||PAN_domain||Sushi_domain_(SCR_repeat)||PAN_domain
Ocbimv22009852m,
Ocbimv22009854m,7_transmembrane_receptor_(rhodopsin_family)
Ocbimv22009863m,
Ocbimv22009815m,Sushi_domain_(SCR_repeat)|PAN_domain||PAN_domain||PAN_domain||PAN-like_domain|PAN_domain|
Ocbimv22009813m,PAN-like_domain|PAN_domain
Ocbimv22009833m,
Ocbimv22009814m,PAN_domain||Sushi_domain_(SCR_repeat)|PAN-like_domain|PAN_domain||PAN-like_domain|PAN_domain|
Ocbimv22009867m,
Ocbimv22009856m,
Ocbimv22009864m,
Ocbimv22009861m,
Ocbimv22009869m,
Ocbimv22009862m,
Ocbimv22009828m,
Ocbimv22009844m,Zinc_finger_C2H2_type|||
Ocbimv22009859m,
Ocbimv22009840m,
Ocbimv22009839m,
Ocbimv22009851m,
Ocbimv22009837m,
Ocbimv22009865m,
Ocbimv22009866m,
Ocbimv22000830m,
Ocbimv22000828m,
Ocbimv22000829m,
Ocbimv22000831m,PIF1_helicase
Ocbimv22036821m,
Ocbimv22036822m,
Ocbimv22025798m,
Ocbimv22026855m,
Ocbimv22026850m,
Ocbimv22026847m,
Ocbimv22026857m,
Ocbimv22026848m,
Ocbimv22014286m,
Ocbimv22015803m,
Ocbimv22015802m,Calponin_homology_(CH)_domain|CAMSAP_CH_domain
Ocbimv22015801m,
Ocbimv22015804m,
Ocbimv22004482m,
Ocbimv22008384m,
Ocbimv22020252m,
Ocbimv22019451m,
Ocbimv22019455m,
Ocbimv22031592m,PIF1_helicase|PIF1_helicase
Ocbimv22000263m,
Ocbimv22000264m,
Ocbimv22000275m,
Ocbimv22000265m,
Ocbimv22032210m,
Ocbimv22032207m,
Ocbimv22032208m,
Ocbimv22032212m,
Ocbimv22032214m,
Ocbimv22014123m,
Ocbimv22014124m,UDP-glucoronosyl_and_UDP-glucosyl_transferase
Ocbimv22014118m,
Ocbimv22014120m,Cytochrome_P450
Ocbimv22017636m,
Ocbimv22015667m,
Ocbimv22003064m,
Ocbimv22003806m,Growth-Arrest-Specific_Protein_2_Domain
Ocbimv22003808m,
Ocbimv22003803m,
Ocbimv22016264m,
Ocbimv22019123m,
Ocbimv22005646m,
Ocbimv22004648m,
Ocbimv22021652m,
Ocbimv22030568m,
Ocbimv22017380m,
Ocbimv22017377m,
Ocbimv22017378m,
Ocbimv22037133m,
Ocbimv22037140m,FR47-like_protein
Ocbimv22037139m,
Ocbimv22037141m,Patatin-like_phospholipase
Ocbimv22037138m,
Ocbimv22037137m,
Ocbimv22022858m,
Ocbimv22022857m,
Ocbimv22022859m,
Ocbimv22003658m,
Ocbimv22003647m,
Ocbimv22003659m,
Ocbimv22001951m,
Ocbimv22010465m,
Ocbimv22010466m,
Ocbimv22014590m,RNA_recognition_motif._(a.k.a._RRM_RBD_or_RNP_domain)||
Ocbimv22014589m,
Ocbimv22014588m,
Ocbimv22027076m,
Ocbimv22027071m,
Ocbimv22027077m,
Ocbimv22027075m,
Ocbimv22027074m,
Ocbimv22022786m,
Ocbimv22022788m,PIF1_helicase|PIF1_helicase
Ocbimv22022787m,
Ocbimv22030296m,
Ocbimv22030301m,
Ocbimv22030310m,
Ocbimv22030309m,
Ocbimv22030306m,
Ocbimv22030297m,
Ocbimv22030302m,DEAD/DEAH_box_helicase|Tudor_domain|Tudor_domain
Ocbimv22030308m,
Ocbimv22002985m,
Ocbimv22002987m,
Ocbimv22002986m,
Ocbimv22019722m,
Ocbimv22000982m,
Ocbimv22000981m,
Ocbimv22000977m,Zinc_knuckle
Ocbimv22000980m,
Ocbimv22000978m,
Ocbimv22000975m,
Ocbimv22000984m,
Ocbimv22000976m,
Ocbimv22001906m,
Ocbimv22003720m,
Ocbimv22003721m,
Ocbimv22022352m,
Ocbimv22022350m,
Ocbimv22022351m,
Ocbimv22019807m,
Ocbimv22001912m,
Ocbimv22023445m,
Ocbimv22025373m,
Ocbimv22025369m,
Ocbimv22025368m,
Ocbimv22010334m,
Ocbimv22010336m,
Ocbimv22010335m,
Ocbimv22010337m,
Ocbimv22039810m,
Ocbimv22039815m,
Ocbimv22039816m,
Ocbimv22039817m,
Ocbimv22039820m,
Ocbimv22027257m,PIF1_helicase
Ocbimv22027259m,
Ocbimv22014871m,ubiE/COQ5_methyltransferase_family|Protein-L-isoaspartate(D-aspartate)_O-methyltransferase_(PCMT)||||Methyltransferase_domain|Methyltransferase_domain
Ocbimv22030835m,Alphaherpesvirus_glycoprotein_E
Ocbimv22004630m,
Ocbimv22001229m,
Ocbimv22001226m,
Ocbimv22001231m,
Ocbimv22001232m,
Ocbimv22001230m,
Ocbimv22001227m,
Ocbimv22017725m,
Ocbimv22029914m,
Ocbimv22015875m,Aldo/keto_reductase_family
Ocbimv22022193m,
Ocbimv22022201m,
Ocbimv22022204m,PIF1_helicase
Ocbimv22022203m,
Ocbimv22022199m,Astacin_(Peptidase_family_M12A)|MAM_domain
Ocbimv22000112m,
Ocbimv22000111m,
Ocbimv22000107m,
Ocbimv22000110m,
Ocbimv22000106m,
Ocbimv22000109m,
Ocbimv22007602m,
Ocbimv22007601m,
Ocbimv22007604m,Zinc_finger_C2H2_type|
Ocbimv22030339m,Chondroitin_N-acetylgalactosaminyltransferase|Chondroitin_N-acetylgalactosaminyltransferase|Galactosyltransferase
Ocbimv22007452m,
Ocbimv22007448m,
Ocbimv22007446m,
Ocbimv22007453m,
Ocbimv22007449m,
Ocbimv22007447m,
Ocbimv22015378m,
Ocbimv22039037m,
Ocbimv22039045m,
Ocbimv22039038m,
Ocbimv22039044m,
Ocbimv22039041m,
Ocbimv22027137m,SEA_domain|Fz_domain|Fz_domain
Ocbimv22027141m,
Ocbimv22035419m,
Ocbimv22035420m,
Ocbimv22035421m,
Ocbimv22034303m,
Ocbimv22034238m,
Ocbimv22034304m,
Ocbimv22034278m,
Ocbimv22034307m,
Ocbimv22034317m,
Ocbimv22034319m,
Ocbimv22034261m,Methyl-CpG_binding_domain||F-box_domain
Ocbimv22034306m,
Ocbimv22034266m,
Ocbimv22034274m,Fungalysin/Thermolysin_Propeptide_Motif|Peptidase_propeptide_and_YPEB_domain|Thermolysin_metallopeptidase_catalytic_domain|Thermolysin_metallopeptidase_alpha-helical_domain
Ocbimv22034292m,Cytochrome_oxidase_c_subunit_VIII
Ocbimv22034302m,
Ocbimv22034254m,
Ocbimv22034309m,
Ocbimv22034257m,
Ocbimv22006438m,
Ocbimv22006435m,
Ocbimv22006436m,
Ocbimv22006439m,
Ocbimv22006441m,Putative_GTPase_activating_protein_for_Arf||||Ankyrin_repeat|Spa2_homology_domain_(SHD)_of_GIT|Spa2_homology_domain_(SHD)_of_GIT
Ocbimv22006440m,G_protein-coupled_receptor_kinase-interacting_protein_1_C_term
Ocbimv22022536m,
Ocbimv22015605m,7tm_Chemosensory_receptor
Ocbimv22014610m,Zinc_finger_C2H2_type|
Ocbimv22038317m,
Ocbimv22035701m,
Ocbimv22028487m,
Ocbimv22011843m,
Ocbimv22004636m,
Ocbimv22014266m,
Ocbimv22023142m,Serpentine_type_7TM_GPCR_chemoreceptor_Srw
Ocbimv22023138m,
Ocbimv22023140m,Serpentine_type_7TM_GPCR_chemoreceptor_Srw
Ocbimv22023137m,7_transmembrane_receptor_(rhodopsin_family)
Ocbimv22023139m,7_transmembrane_receptor_(rhodopsin_family)|Serpentine_type_7TM_GPCR_chemoreceptor_Srw
Ocbimv22023141m,Serpentine_type_7TM_GPCR_chemoreceptor_Srw
Ocbimv22000149m,
Ocbimv22000145m,
Ocbimv22000148m,
Ocbimv22000150m,
Ocbimv22000151m,
Ocbimv22000146m,
Ocbimv22022864m,
Ocbimv22022863m,
Ocbimv22022865m,
Ocbimv22022862m,
Ocbimv22038383m,
Ocbimv22038384m,
Ocbimv22038380m,
Ocbimv22038373m,
Ocbimv22038374m,
Ocbimv22038381m,7_transmembrane_receptor_(rhodopsin_family)
Ocbimv22038385m,
Ocbimv22038377m,
Ocbimv22038379m,
Ocbimv22038376m,
Ocbimv22025245m,
Ocbimv22025246m,
Ocbimv22025234m,
Ocbimv22025244m,
Ocbimv22039963m,
Ocbimv22039967m,
Ocbimv22039965m,
Ocbimv22039966m,
Ocbimv22009163m,
Ocbimv22009164m,
Ocbimv22007898m,
Ocbimv22007900m,
Ocbimv22007899m,
Ocbimv22022185m,
Ocbimv22022173m,
Ocbimv22022183m,
Ocbimv22022188m,Polysaccharide_deacetylase
Ocbimv22022179m,
Ocbimv22022162m,
Ocbimv22022187m,
Ocbimv22022175m,
Ocbimv22022184m,
Ocbimv22022190m,
Ocbimv22022161m,
Ocbimv22022182m,
Ocbimv22022163m,
Ocbimv22022176m,Core_histone_H2A/H2B/H3/H4
Ocbimv22026605m,
Ocbimv22026606m,
Ocbimv22026599m,
Ocbimv22009066m,
Ocbimv22010833m,IQ_calmodulin-binding_motif|Chitin_synthase||
Ocbimv22030116m,
Ocbimv22030117m,Zinc_knuckle
Ocbimv22008768m,
Ocbimv22019949m,
Ocbimv22019945m,
Ocbimv22019935m,
Ocbimv22019948m,
Ocbimv22019943m,
Ocbimv22019942m,
Ocbimv22019941m,
Ocbimv22019939m,
Ocbimv22002868m,
Ocbimv22034005m,
Ocbimv22028827m,
Ocbimv22028826m,
Ocbimv22028828m,
Ocbimv22038493m,
Ocbimv22018079m,N_terminus_of_Notch_ligand
Ocbimv22017111m,
Ocbimv22017110m,
Ocbimv22029331m,
Ocbimv22029327m,
Ocbimv22021509m,Cadherin_domain
Ocbimv22030163m,
Ocbimv22030164m,
Ocbimv22030161m,
Ocbimv22030162m,
Ocbimv22036605m,
Ocbimv22036608m,
Ocbimv22036602m,
Ocbimv22036603m,
Ocbimv22011068m,
Ocbimv22027056m,
Ocbimv22027057m,
Ocbimv22027058m,
Ocbimv22000936m,
Ocbimv22000938m,
Ocbimv22036687m,
Ocbimv22011563m,WSC_domain
Ocbimv22011565m,
Ocbimv22034514m,
Ocbimv22009034m,Zinc_finger_C2H2_type
Ocbimv22019661m,
Ocbimv22019662m,
Ocbimv22014283m,
Ocbimv22014284m,
Ocbimv22028374m,Zinc_finger_C2H2_type|
Ocbimv22006191m,
Ocbimv22006192m,
Ocbimv22006193m,
Ocbimv22006184m,Neurotransmitter-gated_ion-channel_ligand_binding_domain|Neurotransmitter-gated_ion-channel_transmembrane_region
Ocbimv22006183m,
Ocbimv22014366m,
Ocbimv22014360m,
Ocbimv22014364m,Regulatory_subunit_of_type_II_PKA_R-subunit
Ocbimv22014367m,
Ocbimv22014365m,
Ocbimv22014362m,
Ocbimv22014369m,
Ocbimv22000292m,
Ocbimv22021891m,
Ocbimv22028093m,
Ocbimv22028094m,
Ocbimv22016395m,
Ocbimv22016393m,
Ocbimv22016392m,
Ocbimv22016394m,
Ocbimv22016391m,
Ocbimv22018530m,G-patch_domain
Ocbimv22018521m,
Ocbimv22018528m,
Ocbimv22018527m,
Ocbimv22014811m,
Ocbimv22014821m,
Ocbimv22014828m,
Ocbimv22014817m,
Ocbimv22014827m,
Ocbimv22014810m,
Ocbimv22014820m,
Ocbimv22014814m,
Ocbimv22014816m,
Ocbimv22014813m,
Ocbimv22009056m,
Ocbimv22025840m,
Ocbimv22018182m,Polysaccharide_deacetylase
Ocbimv22038818m,
Ocbimv22015883m,
Ocbimv22014436m,
Ocbimv22014437m,Fringe-like
Ocbimv22022458m,
Ocbimv22022459m,
Ocbimv22022457m,
Ocbimv22022456m,
Ocbimv22008133m,
Ocbimv22008144m,
Ocbimv22008155m,
Ocbimv22008135m,
Ocbimv22008148m,
Ocbimv22008175m,
Ocbimv22008163m,
Ocbimv22008181m,UBX_domain
Ocbimv22008151m,
Ocbimv22008142m,
Ocbimv22008140m,
Ocbimv22008160m,
Ocbimv22008162m,
Ocbimv22008171m,
Ocbimv22008152m,
Ocbimv22008147m,
Ocbimv22008122m,
Ocbimv22008146m,
Ocbimv22008150m,
Ocbimv22008158m,
Ocbimv22008176m,
Ocbimv22008159m,
Ocbimv22008156m,
Ocbimv22008178m,Mediator_complex_subunit_13_N-terminal
Ocbimv22008154m,
Ocbimv22008131m,
Ocbimv22008153m,
Ocbimv22008170m,
Ocbimv22008124m,
Ocbimv22008161m,
Ocbimv22008134m,
Ocbimv22020006m,
Ocbimv22036976m,
Ocbimv22036978m,
Ocbimv22007345m,
Ocbimv22007351m,
Ocbimv22007348m,
Ocbimv22007344m,
Ocbimv22007342m,
Ocbimv22007350m,
Ocbimv22007346m,PIF1_helicase
Ocbimv22007349m,Oxidative-stress-responsive_kinase_1_C_terminal
Ocbimv22016807m,
Ocbimv22016800m,
Ocbimv22016808m,Apx/Shroom_domain_ASD2
Ocbimv22018759m,
Ocbimv22018760m,Malate/L-lactate_dehydrogenase
Ocbimv22036143m,
Ocbimv22029840m,SH2_domain||||Ankyrin_repeat||Ankyrin_repeat
Ocbimv22029830m,
Ocbimv22029813m,
Ocbimv22029852m,
Ocbimv22029819m,
Ocbimv22029822m,
Ocbimv22029860m,
Ocbimv22029818m,
Ocbimv22029856m,
Ocbimv22029838m,
Ocbimv22029848m,
Ocbimv22029872m,
Ocbimv22029815m,
Ocbimv22029823m,
Ocbimv22029827m,
Ocbimv22029808m,
Ocbimv22029809m,Protein_kinase_domain|Protein_tyrosine_kinase
Ocbimv22029804m,MYND_finger|MYND_finger|MYND_finger
Ocbimv22029811m,
Ocbimv22029867m,
Ocbimv22029855m,PH_domain
Ocbimv22029810m,
Ocbimv22029869m,
Ocbimv22029862m,
Ocbimv22029820m,
Ocbimv22029875m,
Ocbimv22029835m,
Ocbimv22029846m,
Ocbimv22029878m,
Ocbimv22029814m,NAD_dependent_epimerase/dehydratase_family||3-beta_hydroxysteroid_dehydrogenase/isomerase_family|Male_sterility_protein
Ocbimv22029876m,
Ocbimv22029812m,
Ocbimv22029831m,
Ocbimv22029826m,
Ocbimv22029821m,
Ocbimv22005423m,Bacterial_extracellular_solute-binding_proteins_family_3
Ocbimv22005424m,
Ocbimv22018234m,
Ocbimv22018195m,PIF1_helicase
Ocbimv22018225m,
Ocbimv22018212m,
Ocbimv22018238m,
Ocbimv22018236m,Ribosomal_protein_L31e
Ocbimv22018192m,
Ocbimv22018203m,
Ocbimv22018235m,
Ocbimv22018213m,
Ocbimv22018230m,
Ocbimv22018194m,
Ocbimv22018237m,
Ocbimv22018196m,
Ocbimv22018199m,
Ocbimv22022315m,
Ocbimv22000067m,
Ocbimv22024461m,
Ocbimv22007706m,PIF1_helicase
Ocbimv22007707m,
Ocbimv22007800m,
Ocbimv22003394m,ADP-ribosylglycohydrolase
Ocbimv22037618m,
Ocbimv22037619m,
Ocbimv22009480m,RNA_2'-O_ribose_methyltransferase_substrate_binding
Ocbimv22006374m,
Ocbimv22036299m,
Ocbimv22036301m,
Ocbimv22020096m,
Ocbimv22010175m,
Ocbimv22031230m,
Ocbimv22010173m,GCC2_and_GCC3|GCC2_and_GCC3
Ocbimv22020475m,
Ocbimv22020498m,
Ocbimv22020471m,
Ocbimv22020470m,
Ocbimv22020474m,
Ocbimv22020483m,
Ocbimv22020476m,
Ocbimv22020495m,
Ocbimv22020493m,
Ocbimv22020499m,
Ocbimv22020505m,
Ocbimv22020492m,Thermolysin_metallopeptidase_catalytic_domain|Thermolysin_metallopeptidase_alpha-helical_domain
Ocbimv22020486m,
Ocbimv22020487m,
Ocbimv22020507m,
Ocbimv22030589m,
Ocbimv22015708m,
Ocbimv22034205m,
Ocbimv22034207m,
Ocbimv22034209m,
Ocbimv22034206m,
Ocbimv22034208m,
Ocbimv22032560m,
